iy,id,it,imin,qn,qh,qe,qs,qf,U,RH,Tair,pres,rain,kdown,snow,ldown,fcld,Wuh,xsmd,lai,kdiff,Kdir,wdir
2017,243,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,60,24.44,29.24,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.371,-999.00,-999.00,0,-999.00
2017,243,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,64,23.33,29.24,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.371,-999.00,-999.00,0,-999.00
2017,243,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,66,22.78,29.25,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.372,-999.00,-999.00,0,-999.00
2017,243,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,73,22.22,29.25,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.37,-999.00,-999.00,0,-999.00
2017,243,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,73,21.67,29.25,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.368,-999.00,-999.00,0,-999.00
2017,243,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,76,21.11,29.26,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.368,-999.00,-999.00,0,-999.00
2017,243,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,76,21.11,29.27,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.369,-999.00,-999.00,0,-999.00
2017,243,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,76,21.11,29.29,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.367,-999.00,-999.00,94,-999.00
2017,243,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,69,22.78,29.3,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.367,-999.00,-999.00,312,-999.00
2017,243,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,62,25.00,29.31,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.367,-999.00,-999.00,528,-999.00
2017,243,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,53,28.33,29.32,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.365,-999.00,-999.00,715,-999.00
2017,243,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,48,30.00,29.31,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.364,-999.00,-999.00,701,-999.00
2017,243,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,41,32.22,29.28,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.358,-999.00,-999.00,981,-999.00
2017,243,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,42,31.67,29.27,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.358,-999.00,-999.00,986,-999.00
2017,243,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,43,31.11,29.25,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.35,-999.00,-999.00,722,-999.00
2017,243,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,41,31.67,29.23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.343,-999.00,-999.00,215,-999.00
2017,243,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,36,33.33,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.339,-999.00,-999.00,467,-999.00
2017,243,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,35,32.78,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.336,-999.00,-999.00,351,-999.00
2017,243,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,40,31.11,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.335,-999.00,-999.00,127,-999.00
2017,243,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,49,28.89,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.333,-999.00,-999.00,0,-999.00
2017,243,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,58,26.67,29.23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.334,-999.00,-999.00,0,-999.00
2017,243,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,64,25.00,29.26,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.329,-999.00,-999.00,0,-999.00
2017,243,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,56,26.67,29.28,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.33,-999.00,-999.00,0,-999.00
2017,243,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,64,25.00,29.29,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.329,-999.00,-999.00,0,-999.00
2017,242,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,64,25.00,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.419,-999.00,-999.00,0,-999.00
2017,242,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,67,24.44,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.416,-999.00,-999.00,0,-999.00
2017,242,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,69,23.89,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.415,-999.00,-999.00,0,-999.00
2017,242,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,74,22.78,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.417,-999.00,-999.00,0,-999.00
2017,242,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,76,22.22,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.413,-999.00,-999.00,0,-999.00
2017,242,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,76,22.22,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.412,-999.00,-999.00,0,-999.00
2017,242,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,82,21.11,29.2,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.411,-999.00,-999.00,0,-999.00
2017,242,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,79,21.67,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.413,-999.00,-999.00,108,-999.00
2017,242,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,71,23.89,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.411,-999.00,-999.00,323,-999.00
2017,242,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,58,26.67,29.23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.409,-999.00,-999.00,527,-999.00
2017,242,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,51,28.89,29.23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.406,-999.00,-999.00,703,-999.00
2017,242,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,45,30.56,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.407,-999.00,-999.00,854,-999.00
2017,242,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,39,31.67,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.404,-999.00,-999.00,851,-999.00
2017,242,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,35,32.22,29.2,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.397,-999.00,-999.00,981,-999.00
2017,242,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,34,33.89,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.395,-999.00,-999.00,938,-999.00
2017,242,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,35,32.22,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.391,-999.00,-999.00,797,-999.00
2017,242,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,36,31.67,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.384,-999.00,-999.00,582,-999.00
2017,242,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,35,32.78,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.381,-999.00,-999.00,358,-999.00
2017,242,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,38,31.11,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.376,-999.00,-999.00,142,-999.00
2017,242,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,43,29.44,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.376,-999.00,-999.00,0,-999.00
2017,242,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,47,27.78,29.2,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.374,-999.00,-999.00,0,-999.00
2017,242,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,51,27.22,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.373,-999.00,-999.00,0,-999.00
2017,242,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,54,26.11,29.23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.374,-999.00,-999.00,0,-999.00
2017,242,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,56,25.00,29.24,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.373,-999.00,-999.00,0,-999.00
2017,241,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,74,22.78,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.452,-999.00,-999.00,0,-999.00
2017,241,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,76,22.78,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.45,-999.00,-999.00,0,-999.00
2017,241,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,79,22.22,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.449,-999.00,-999.00,0,-999.00
2017,241,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,82,22.22,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.446,-999.00,-999.00,0,-999.00
2017,241,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,81,21.67,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.448,-999.00,-999.00,0,-999.00
2017,241,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,87,21.11,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.442,-999.00,-999.00,0,-999.00
2017,241,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,81,21.67,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.444,-999.00,-999.00,0,-999.00
2017,241,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,79,22.22,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.441,-999.00,-999.00,118,-999.00
2017,241,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,69,24.44,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.442,-999.00,-999.00,299,-999.00
2017,241,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,62,26.11,29.2,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.443,-999.00,-999.00,620,-999.00
2017,241,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,55,27.78,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.441,-999.00,-999.00,502,-999.00
2017,241,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,49,28.89,29.22,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.44,-999.00,-999.00,790,-999.00
2017,241,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,46,30.56,29.21,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.435,-999.00,-999.00,496,-999.00
2017,241,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,45,31.11,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.437,-999.00,-999.00,753,-999.00
2017,241,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,43,31.67,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.432,-999.00,-999.00,884,-999.00
2017,241,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,7,46,30.56,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.432,-999.00,-999.00,671,-999.00
2017,241,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,46,31.11,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.428,-999.00,-999.00,592,-999.00
2017,241,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,45,31.11,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.429,-999.00,-999.00,348,-999.00
2017,241,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,50,29.44,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.426,-999.00,-999.00,131,-999.00
2017,241,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,51,28.89,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.422,-999.00,-999.00,0,-999.00
2017,241,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,56,27.78,29.16,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.422,-999.00,-999.00,0,-999.00
2017,241,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,5,58,27.22,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.422,-999.00,-999.00,0,-999.00
2017,241,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,6,60,26.67,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.421,-999.00,-999.00,0,-999.00
2017,241,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,3,64,25.56,29.2,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.419,-999.00,-999.00,0,-999.00
2017,240,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,90,21.67,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.516,-999.00,-999.00,0,-999.00
2017,240,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,90,21.11,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.511,-999.00,-999.00,0,-999.00
2017,240,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,87,21.11,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.508,-999.00,-999.00,0,-999.00
2017,240,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,90,21.11,29.13,0.0635,-999.00,-999.00,-999.00,-999.00,-999.00,0.5,-999.00,-999.00,0,-999.00
2017,240,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,87,21.67,29.1,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.502,-999.00,-999.00,0,-999.00
2017,240,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,87,21.67,29.12,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.5,-999.00,-999.00,0,-999.00
2017,240,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,87,21.67,29.13,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.491,-999.00,-999.00,0,-999.00
2017,240,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,87,21.67,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.488,-999.00,-999.00,37,-999.00
2017,240,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,87,21.67,29.17,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.483,-999.00,-999.00,98,-999.00
2017,240,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,84,22.78,29.18,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.483,-999.00,-999.00,252,-999.00
2017,240,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,15,76,23.89,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.48,-999.00,-999.00,106,-999.00
2017,240,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,69,25.56,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.479,-999.00,-999.00,270,-999.00
2017,240,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,67,26.11,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.476,-999.00,-999.00,489,-999.00
2017,240,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,65,27.22,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.473,-999.00,-999.00,423,-999.00
2017,240,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,57,28.33,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.473,-999.00,-999.00,554,-999.00
2017,240,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,15,55,28.89,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.468,-999.00,-999.00,306,-999.00
2017,240,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,55,28.89,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.466,-999.00,-999.00,483,-999.00
2017,240,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,61,27.22,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.463,-999.00,-999.00,411,-999.00
2017,240,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,56,27.78,29.13,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.461,-999.00,-999.00,129,-999.00
2017,240,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,58,26.67,29.15,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.461,-999.00,-999.00,0,-999.00
2017,240,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,64,25.56,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.456,-999.00,-999.00,0,-999.00
2017,240,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,64,24.44,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.455,-999.00,-999.00,0,-999.00
2017,240,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,66,23.89,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.453,-999.00,-999.00,0,-999.00
2017,240,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,8,71,23.33,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.451,-999.00,-999.00,0,-999.00
2017,239,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,96,22.78,29.06,0.254,-999.00,-999.00,-999.00,-999.00,-999.00,0.459,-999.00,-999.00,0,-999.00
2017,239,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,96,22.78,29.06,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.471,-999.00,-999.00,0,-999.00
2017,239,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,96,22.78,29.04,0.3175,-999.00,-999.00,-999.00,-999.00,-999.00,0.479,-999.00,-999.00,0,-999.00
2017,239,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,96,22.78,29.03,0.0635,-999.00,-999.00,-999.00,-999.00,-999.00,0.483,-999.00,-999.00,0,-999.00
2017,239,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,96,22.78,29.04,0.29633333,-999.00,-999.00,-999.00,-999.00,-999.00,0.531,-999.00,-999.00,0,-999.00
2017,239,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,94,22.78,29.03,0.127,-999.00,-999.00,-999.00,-999.00,-999.00,0.532,-999.00,-999.00,0,-999.00
2017,239,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,90,22.78,29.05,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.529,-999.00,-999.00,0,-999.00
2017,239,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,94,22.22,29.06,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.528,-999.00,-999.00,3,-999.00
2017,239,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,94,22.22,29.08,0.10583333,-999.00,-999.00,-999.00,-999.00,-999.00,0.54,-999.00,-999.00,14,-999.00
2017,239,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,94,22.22,29.08,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.557,-999.00,-999.00,43,-999.00
2017,239,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,94,22.78,29.1,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.556,-999.00,-999.00,22,-999.00
2017,239,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,94,22.22,29.13,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.578,-999.00,-999.00,49,-999.00
2017,239,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,94,21.67,29.13,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.582,-999.00,-999.00,83,-999.00
2017,239,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,96,21.67,29.12,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.577,-999.00,-999.00,73,-999.00
2017,239,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,90,22.78,29.1,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.572,-999.00,-999.00,87,-999.00
2017,239,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,90,22.78,29.09,0.0635,-999.00,-999.00,-999.00,-999.00,-999.00,0.564,-999.00,-999.00,122,-999.00
2017,239,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,91,22.22,29.09,0.04233333,-999.00,-999.00,-999.00,-999.00,-999.00,0.566,-999.00,-999.00,153,-999.00
2017,239,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,94,22.22,29.1,0.1905,-999.00,-999.00,-999.00,-999.00,-999.00,0.562,-999.00,-999.00,56,-999.00
2017,239,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,94,22.22,29.1,0.04233333,-999.00,-999.00,-999.00,-999.00,-999.00,0.557,-999.00,-999.00,4,-999.00
2017,239,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,94,22.22,29.12,0.29633333,-999.00,-999.00,-999.00,-999.00,-999.00,0.547,-999.00,-999.00,0,-999.00
2017,239,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,94,21.67,29.12,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.544,-999.00,-999.00,0,-999.00
2017,239,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,94,21.67,29.13,0.04233333,-999.00,-999.00,-999.00,-999.00,-999.00,0.534,-999.00,-999.00,0,-999.00
2017,239,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,90,21.67,29.15,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.53,-999.00,-999.00,0,-999.00
2017,239,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,90,21.67,29.15,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.523,-999.00,-999.00,0,-999.00
2017,238,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,74,26.11,29.17,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.162,-999.00,-999.00,0,-999.00
2017,238,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,88,24.44,29.16,0.04233333,-999.00,-999.00,-999.00,-999.00,-999.00,0.161,-999.00,-999.00,0,-999.00
2017,238,2,0,-999.00,-999.00,-999.00,-999.00,-999.00,9,90,23.89,29.13,0.127,-999.00,-999.00,-999.00,-999.00,-999.00,0.162,-999.00,-999.00,0,-999.00
2017,238,3,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,90,23.89,29.13,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.16,-999.00,-999.00,0,-999.00
2017,238,4,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,90,23.89,29.12,0.04233333,-999.00,-999.00,-999.00,-999.00,-999.00,0.16,-999.00,-999.00,0,-999.00
2017,238,5,0,-999.00,-999.00,-999.00,-999.00,-999.00,11,94,23.33,29.12,0.21166667,-999.00,-999.00,-999.00,-999.00,-999.00,0.161,-999.00,-999.00,0,-999.00
2017,238,6,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,94,22.78,29.1,0.23283333,-999.00,-999.00,-999.00,-999.00,-999.00,0.16,-999.00,-999.00,0,-999.00
2017,238,7,0,-999.00,-999.00,-999.00,-999.00,-999.00,10,97,22.22,29.09,0.33866667,-999.00,-999.00,-999.00,-999.00,-999.00,0.3,-999.00,-999.00,0,-999.00
2017,238,8,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,100,22.22,29.09,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.359,-999.00,-999.00,16,-999.00
2017,238,9,0,-999.00,-999.00,-999.00,-999.00,-999.00,15,100,22.22,29.1,0.127,-999.00,-999.00,-999.00,-999.00,-999.00,0.407,-999.00,-999.00,20,-999.00
2017,238,10,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,100,22.78,29.1,0.127,-999.00,-999.00,-999.00,-999.00,-999.00,0.411,-999.00,-999.00,240,-999.00
2017,238,11,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,88,23.89,29.1,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.406,-999.00,-999.00,151,-999.00
2017,238,12,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,88,24.44,29.1,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.398,-999.00,-999.00,80,-999.00
2017,238,13,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,94,23.89,29.08,0.02116667,-999.00,-999.00,-999.00,-999.00,-999.00,0.395,-999.00,-999.00,128,-999.00
2017,238,14,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,97,23.33,29.08,0.127,-999.00,-999.00,-999.00,-999.00,-999.00,0.39,-999.00,-999.00,82,-999.00
2017,238,15,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,100,22.78,29.06,1.016,-999.00,-999.00,-999.00,-999.00,-999.00,0.434,-999.00,-999.00,57,-999.00
2017,238,16,0,-999.00,-999.00,-999.00,-999.00,-999.00,15,97,23.33,29.04,0.0635,-999.00,-999.00,-999.00,-999.00,-999.00,0.439,-999.00,-999.00,35,-999.00
2017,238,17,0,-999.00,-999.00,-999.00,-999.00,-999.00,15,97,23.33,29.04,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.439,-999.00,-999.00,14,-999.00
2017,238,18,0,-999.00,-999.00,-999.00,-999.00,-999.00,17,96,22.78,29.05,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.438,-999.00,-999.00,3,-999.00
2017,238,19,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,96,22.78,29.04,0.16933333,-999.00,-999.00,-999.00,-999.00,-999.00,0.432,-999.00,-999.00,0,-999.00
2017,238,20,0,-999.00,-999.00,-999.00,-999.00,-999.00,14,96,22.78,29.06,0.254,-999.00,-999.00,-999.00,-999.00,-999.00,0.431,-999.00,-999.00,0,-999.00
2017,238,21,0,-999.00,-999.00,-999.00,-999.00,-999.00,20,96,22.78,29.06,0.16933333,-999.00,-999.00,-999.00,-999.00,-999.00,0.47,-999.00,-999.00,0,-999.00
2017,238,22,0,-999.00,-999.00,-999.00,-999.00,-999.00,13,96,22.78,29.07,1.48E-01,-999.00,-999.00,-999.00,-999.00,-999.00,0.472,-999.00,-999.00,0,-999.00
2017,238,23,0,-999.00,-999.00,-999.00,-999.00,-999.00,16,96,22.78,29.06,0.08466667,-999.00,-999.00,-999.00,-999.00,-999.00,0.461,-999.00,-999.00,0,-999.00
2017,237,0,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,74,26.67,29.19,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.16,-999.00,-999.00,0,-999.00
2017,237,1,0,-999.00,-999.00,-999.00,-999.00,-999.00,0,76,26.67,29.18,0,-999.00,-999.00,-999.00,-999.00,-999.00,0.159,-999.00,-999.00,0,-999.00
